2017-08-01,90746,17.99,31.12,1.47,2.36,7634.58,6967.23,0.91,-4.25,4.95
2017-08-01,90755,18.17,31.09,1.46,2.39,7632.96,7088.90,0.93,-4.32,5.00
2017-08-01,90802,17.64,30.03,1.44,2.40,7646.29,7147.96,0.93,-4.29,4.82
2017-08-01,90803,18.10,30.72,1.45,2.41,7622.53,7031.75,0.92,-4.23,4.89
2017-08-01,90804,18.14,30.92,1.46,2.40,7629.75,7264.61,0.95,-4.45,5.05
2017-08-01,90805,18.48,31.87,1.48,2.37,7622.27,7238.85,0.95,-4.52,5.23
2017-08-01,90806,18.08,30.97,1.46,2.39,7635.67,7000.31,0.92,-4.24,4.93
2017-08-01,90807,18.27,31.37,1.47,2.38,7631.31,7079.57,0.93,-4.34,5.05
2017-08-01,90808,18.63,31.86,1.48,2.39,7608.26,7184.96,0.94,-4.46,5.20
2017-08-01,90810,17.94,30.84,1.46,2.38,7638.33,7088.72,0.93,-4.32,4.95
2017-08-01,90813,17.85,30.49,1.45,2.39,7639.84,7176.80,0.94,-4.35,4.93
2017-08-01,90814,18.18,30.95,1.46,2.40,7626.57,7232.02,0.95,-4.42,5.04
2017-08-01,90815,18.43,31.43,1.47,2.40,7618.91,7247.32,0.95,-4.47,5.14
2017-08-01,90822,18.37,31.23,1.46,2.40,7618.79,7247.18,0.95,-4.45,5.11
2017-08-01,90831,17.74,30.22,1.44,2.40,7644.86,7195.52,0.94,-4.34,4.88
2017-08-01,91001,18.90,34.62,1.57,2.01,7656.63,6435.43,0.84,-4.43,5.53
2017-08-01,91006,20.61,36.10,1.61,2.24,7545.52,6347.69,0.84,-4.17,5.67
2017-08-01,91007,20.66,36.08,1.60,2.27,7521.13,6362.63,0.85,-4.16,5.65
2017-08-01,91008,20.20,35.85,1.62,2.13,7597.12,6477.47,0.85,-4.40,5.76
2017-08-01,91010,20.79,36.37,1.62,2.22,7575.67,6376.72,0.84,-4.21,5.76
2017-08-01,91011,17.95,33.75,1.55,1.90,7691.19,6598.14,0.86,-4.68,5.50
2017-08-01,91016,20.54,36.14,1.61,2.20,7581.74,6440.73,0.85,-4.29,5.75
2017-08-01,91020,19.20,34.92,1.57,2.07,7653.60,6362.65,0.83,-4.28,5.52
2017-08-01,91024,19.98,35.64,1.60,2.13,7602.69,6203.66,0.82,-4.12,5.56
2017-08-01,91030,19.32,34.51,1.56,2.17,7552.80,6676.66,0.88,-4.50,5.54
2017-08-01,91040,18.49,34.36,1.59,1.97,7736.07,6473.75,0.84,-4.44,5.55
2017-08-01,91042,16.16,32.44,1.55,1.62,7974.90,6356.20,0.80,-4.54,5.35
2017-08-01,91101,19.29,34.73,1.58,2.11,7571.82,6619.21,0.87,-4.53,5.58
2017-08-01,91103,18.93,34.47,1.56,2.05,7610.33,6467.20,0.85,-4.42,5.49
2017-08-01,91104,19.49,35.07,1.58,2.10,7600.15,6477.88,0.85,-4.39,5.59
2017-08-01,91105,19.08,34.43,1.57,2.11,7568.49,6595.44,0.87,-4.49,5.51
2017-08-01,91106,19.41,34.81,1.58,2.13,7564.24,6778.60,0.90,-4.66,5.67
2017-08-01,91107,19.67,35.23,1.59,2.12,7585.76,6327.53,0.83,-4.24,5.54
2017-08-01,91108,20.10,35.43,1.58,2.24,7543.57,6764.00,0.90,-4.54,5.73
2017-08-01,91201,19.43,34.79,1.57,2.18,7595.93,6230.75,0.82,-4.04,5.37
2017-08-01,91202,19.31,34.70,1.57,2.16,7589.89,6161.76,0.81,-4.00,5.33
2017-08-01,91203,19.71,35.01,1.57,2.23,7574.17,6307.59,0.83,-4.07,5.42
2017-08-01,91204,19.63,34.82,1.57,2.24,7561.67,6444.86,0.85,-4.19,5.45
2017-08-01,91205,19.71,34.93,1.57,2.24,7559.62,6416.91,0.85,-4.17,5.46
2017-08-01,91206,18.93,34.36,1.56,2.09,7596.65,6338.69,0.83,-4.25,5.38
2017-08-01,91207,18.33,33.83,1.56,2.01,7627.49,6099.23,0.80,-4.08,5.21
